job_id,job_title,skills_required,job_location,education_required,work_experience_required,job_type,work_type,soft_skills_required,companyHR_id
4008,Cybersecurity Analyst,"vulnerability assessment, threat intelligence, incident response, IDPS",Faisalabad,PhD,12,Contract,Remote,Communication,179
4009,Database Administrator,"database, Oracle, NoSQL, database, Oracle",Nawabshah,PhD,9,Full-time,Onsite,Adaptability,399
4010,Cloud Engineer,"Azure, IaC, AWS, IaC",Faisalabad,PhD,20,Contract,Onsite,Adaptability,412
4011,Software Engineer,"data structure, programming, programming",Lahore,Masters,6,Contract,Onsite,Problem Solving,197
4012,Ethical Hacker,"exploit development, penetration testing, exploit development",Nawabshah,Intermediate,0,Contract,Remote,"Adaptability, Communication, Teamwork",395
4013,Data Scientist,"analytics, data, python, machine learning",Karachi,Bachelors,2,Full-time,Remote,"Communication, Adaptability, Problem Solving",493
4014,Frontend Developer,"PHP, CSS, .net, JavaScript, PHP",Faisalabad,Intermediate,0,Part-time,Onsite,"Problem Solving, Communication",57
4015,Game Developer,"game, Unreal Engine, 3D modeling, C#",Sialkot,Bachelors,5,Part-time,Remote,"Adaptability, Teamwork",187
4016,Database Administrator,"SQL, MySQL, SQL, MySQL",Peshawar,Bachelors,5,Full-time,Remote,"Adaptability, Teamwork, Problem Solving",19
4017,Mobile App Developer,"Android, iOS, app, Swift",Sukkur,Masters,2,Part-time,Remote,Problem Solving,431
4018,Game Developer,"C#, Unreal Engine, Unreal Engine, game, Unreal Engine, development",Gujranwala,Masters,9,Contract,Onsite,"Problem Solving, Teamwork",216
4019,Software Engineer,"C#, data structure, software, data structure, coding, data structure",Quetta,Masters,7,Part-time,Remote,"Adaptability, Problem Solving, Teamwork",486
4020,AI Engineer,"neural network, deep learning, machine learning, machine learning, computer vision, generative AI",Islamabad,Masters,5,Contract,Remote,"Problem Solving, Teamwork, Communication, Adaptability",76
4021,Business Analyst,"stakeholder management, business, analysis, process improvement, stakeholder management",Abbottabad,Masters,7,Full-time,Remote,"Adaptability, Communication, Teamwork, Problem Solving",95
4022,Security Operations Center (SOC) Analyst,"log analysis, network traffic analysis, SOC",Sukkur,PhD,3,Full-time,Remote,"Problem Solving, Adaptability",329
4023,Ethical Hacker,"exploit development, penetration testing, metasploit, exploit development",Nawabshah,Intermediate,1,Internship,Remote,"Adaptability, Teamwork",144
4024,Cybersecurity Analyst,"malware analysis, IDPS, malware analysis, risk assessment, malware analysis, cryptography",Sialkot,Masters,3,Full-time,Onsite,"Communication, Problem Solving, Adaptability",59
4025,Backend Developer,"CSS, frontend, PHP, backend, MERN",Karachi,PhD,11,Contract,Onsite,"Teamwork, Problem Solving",358
4026,Computer Vision Engineer,"CNN, OpenCV, OpenCV",Abbottabad,Intermediate,0,Full-time,Remote,"Teamwork, Communication, Problem Solving",317
4027,Data Scientist,"data, machine learning, analytics, python, data",Islamabad,PhD,6,Part-time,Onsite,"Communication, Adaptability",287
4028,IT Project Manager,"MS Project, agile, MS Project",Abbottabad,PhD,7,Contract,Remote,"Communication, Problem Solving, Adaptability",290
4029,Computer Vision Engineer,"image processing, computer vision, image processing, computer vision, computer vision, object detection",Abbottabad,Intermediate,0,Contract,Remote,Problem Solving,257
4030,Ethical Hacker,"exploit development, penetration testing, metasploit, vulnerability assessment, wireless security, social engineering",Abbottabad,PhD,17,Contract,Onsite,"Adaptability, Teamwork, Communication",413
4031,Backend Developer,"frontend, .net, MERN",Sukkur,Masters,8,Full-time,Remote,"Problem Solving, Adaptability, Communication",186
4032,Business Analyst,"business, analysis, process improvement",Islamabad,Intermediate,0,Full-time,Remote,"Problem Solving, Communication, Teamwork, Adaptability",20
4033,Game Developer,"C#, game, 3D modeling, development, Unity",Peshawar,Masters,2,Contract,Onsite,"Communication, Teamwork, Problem Solving",438
4034,Game Developer,"development, C#, Unreal Engine, Unity, development",Sialkot,PhD,10,Full-time,Onsite,"Teamwork, Adaptability, Communication, Problem Solving",138
4035,Frontend Developer,"MERN, frontend, CSS",Rawalpindi,PhD,13,Contract,Remote,"Teamwork, Communication, Problem Solving, Adaptability",49
4036,Network Administrator,"network monitoring, DNS, network monitoring, network configuration",Abbottabad,Intermediate,2,Contract,Remote,"Teamwork, Problem Solving",162
4037,Game Developer,"Unity, 3D modeling, C++, Unity, C#",Peshawar,Masters,8,Contract,Remote,"Teamwork, Communication",117
4038,Web Developer,"MERN, PHP, .net",Bahawalpur,Bachelors,5,Full-time,Remote,"Communication, Adaptability, Problem Solving",479
4039,IT Support Specialist,"troubleshooting, troubleshooting, IT",Nawabshah,Intermediate,1,Internship,Onsite,"Teamwork, Adaptability",339
4040,Web Developer,"PHP, JavaScript, HTML",Sialkot,Masters,6,Part-time,Remote,"Problem Solving, Teamwork",420
4041,IT Support Specialist,"ticketing, customer service, helpdesk, helpdesk",Islamabad,Intermediate,0,Part-time,Remote,"Communication, Problem Solving, Adaptability",460
4042,Database Administrator,"Oracle, NoSQL, PostgreSQL, SQL, PostgreSQL",Sukkur,Masters,9,Full-time,Onsite,"Communication, Teamwork",316
4043,Game Developer,"game, C#, development, C#",Karachi,Intermediate,0,Internship,Remote,Problem Solving,201
4044,Database Administrator,"PostgreSQL, PostgreSQL, Oracle, NoSQL",Hyderabad,Masters,9,Contract,Onsite,"Adaptability, Communication",170
4045,IT Support Specialist,"customer service, support, ticketing",Quetta,Intermediate,0,Internship,Remote,Adaptability,376
4046,Frontend Developer,".net, JavaScript, CSS, JavaScript, PHP, HTML",Sukkur,Bachelors,5,Contract,Onsite,"Teamwork, Communication, Problem Solving, Adaptability",139
4047,Business Analyst,"analysis, requirements gathering, analysis, stakeholder management, process improvement, process improvement",Sukkur,Bachelors,4,Part-time,Remote,"Adaptability, Teamwork, Communication",446
4048,DevOps Engineer,"Ansible, automation, Kubernetes, Ansible, Ansible, automation",Lahore,Intermediate,2,Full-time,Onsite,"Communication, Teamwork",492
4049,Web Developer,"JavaScript, CSS, frontend, PHP",Karachi,Bachelors,0,Part-time,Onsite,"Adaptability, Teamwork, Communication",197
4050,Computer Vision Engineer,"OpenCV, image processing, image processing, computer vision, CNN, OpenCV",Sialkot,PhD,16,Contract,Onsite,"Adaptability, Problem Solving",225
4051,IT Project Manager,"PMP, PMP, scrum, scrum, agile, MS Project",Rawalpindi,Intermediate,0,Internship,Onsite,"Teamwork, Adaptability, Problem Solving",352
4052,UI/UX Designer,"UI, Sketch, UI, Figma, Figma, Sketch",Abbottabad,Masters,7,Contract,Onsite,"Adaptability, Problem Solving, Teamwork, Communication",356
4053,IT Support Specialist,"ticketing, IT, IT, troubleshooting, helpdesk",Abbottabad,PhD,10,Part-time,Remote,"Adaptability, Problem Solving, Teamwork",276
4054,Ethical Hacker,"penetration testing, social engineering, social engineering, web application security, penetration testing, exploit development",Abbottabad,Masters,9,Part-time,Remote,"Teamwork, Problem Solving, Adaptability",14
4055,Network Administrator,"wireless networking, DHCP, DNS, network monitoring, VPN",Quetta,PhD,19,Contract,Onsite,"Problem Solving, Communication",436
4056,Computer Vision Engineer,"OpenCV, object detection, image processing, OpenCV",Karachi,Intermediate,1,Internship,Remote,"Teamwork, Communication",138
4057,Network Administrator,"switching, firewall configuration, network configuration, network monitoring, DHCP, switching",Peshawar,Masters,1,Part-time,Remote,"Communication, Teamwork, Adaptability, Problem Solving",88
4058,Web Developer,"frontend, frontend, frontend, MERN, frontend",Hyderabad,PhD,12,Full-time,Onsite,"Teamwork, Communication",428
4059,IT Consultant,"analysis, business, TOGAF, TOGAF, consulting, consulting",Abbottabad,Masters,4,Contract,Onsite,"Adaptability, Communication",474
4060,Ethical Hacker,"metasploit, vulnerability assessment, network security, threat modeling, exploit development, network security",Hyderabad,PhD,10,Full-time,Remote,"Adaptability, Problem Solving, Communication",266
4061,Ethical Hacker,"metasploit, penetration testing, social engineering",Karachi,Bachelors,4,Full-time,Remote,"Adaptability, Teamwork",473
4062,Cybersecurity Analyst,"risk assessment, threat intelligence, SIEM, threat intelligence, IDPS, penetration testing",Bahawalpur,Bachelors,4,Full-time,Remote,"Communication, Teamwork, Problem Solving",32
4063,Cloud Engineer,"VPC, AWS, Azure, Azure, EC2, VPC",Gujranwala,Masters,10,Full-time,Remote,Communication,39
4064,IT Project Manager,"MS Project, agile, MS Project, MS Project, agile",Quetta,Masters,4,Contract,Onsite,"Adaptability, Problem Solving",161
4065,Business Analyst,"requirements gathering, stakeholder management, analysis",Hyderabad,PhD,18,Full-time,Onsite,"Communication, Adaptability",62
4066,Network Administrator,"DNS, network troubleshooting, VPN",Peshawar,Intermediate,1,Full-time,Remote,"Adaptability, Communication, Problem Solving",135
4067,IT Support Specialist,"helpdesk, IT, ticketing",Karachi,PhD,14,Contract,Onsite,"Problem Solving, Communication",318
4068,Security Architect,"threat modeling, security compliance, security compliance, identity and access management",Bahawalpur,Bachelors,4,Part-time,Onsite,"Communication, Teamwork",425
4069,Computer Vision Engineer,"image processing, OpenCV, computer vision",Nawabshah,Masters,2,Part-time,Onsite,"Teamwork, Adaptability, Communication, Problem Solving",94
4070,Frontend Developer,"CSS, PHP, .net, PHP, backend, frontend",Sukkur,Intermediate,2,Contract,Onsite,"Problem Solving, Communication",396
4071,Security Operations Center (SOC) Analyst,"security monitoring, incident escalation, security policies, security procedures, security tool management",Sialkot,PhD,12,Full-time,Onsite,Teamwork,75
4072,UI/UX Designer,"design, Adobe XD, design, Sketch",Lahore,Masters,4,Full-time,Onsite,"Problem Solving, Communication, Teamwork, Adaptability",401
4073,IT Support Specialist,"IT, support, customer service",Sialkot,Intermediate,0,Internship,Onsite,"Teamwork, Problem Solving, Communication",494
4074,Security Architect,"security architecture, security risk assessment, identity and access management, encryption standards, security compliance, secure coding practices",Peshawar,Bachelors,3,Contract,Remote,"Teamwork, Communication",25
4075,Quality Assurance Engineer,"QA, testing, pytest, Selenium",Sukkur,Masters,8,Part-time,Remote,Adaptability,140
4076,System Administrator,"networking, administration, system, security, system, networking",Rawalpindi,PhD,5,Full-time,Onsite,"Teamwork, Problem Solving",378
4077,Security Operations Center (SOC) Analyst,"security tool management, security procedures, SOC",Islamabad,PhD,19,Full-time,Remote,Communication,175
4078,Blockchain Developer,"solidity, solidity, ethereum",Sukkur,PhD,14,Full-time,Onsite,"Communication, Adaptability, Teamwork, Problem Solving",172
4079,Data Scientist,"statistics, python, python, data, machine learning",Gujranwala,Bachelors,5,Part-time,Onsite,"Problem Solving, Adaptability, Communication, Teamwork",415
4080,Frontend Developer,"JavaScript, PHP, HTML, HTML",Gujranwala,Masters,0,Part-time,Onsite,"Adaptability, Problem Solving, Teamwork",121
4081,Machine Learning Engineer,"generative AI, deep learning, deep learning, neural network",Faisalabad,Bachelors,5,Part-time,Onsite,Communication,373
4082,Backend Developer,"frontend, frontend, PHP, frontend, CSS, PHP",Peshawar,Masters,5,Full-time,Onsite,Teamwork,38
4083,Ethical Hacker,"exploit development, vulnerability assessment, threat modeling, exploit development",Karachi,Masters,8,Part-time,Remote,"Communication, Adaptability, Problem Solving",498
4084,Web Developer,"HTML, CSS, JavaScript, CSS, .net",Lahore,Intermediate,0,Internship,Remote,"Communication, Adaptability, Problem Solving",15
4085,IT Support Specialist,"troubleshooting, troubleshooting, customer service, helpdesk, troubleshooting",Multan,Intermediate,2,Full-time,Remote,"Problem Solving, Adaptability, Teamwork, Communication",132
4086,Database Administrator,"Oracle, Oracle, Oracle",Faisalabad,Bachelors,0,Part-time,Onsite,"Teamwork, Communication, Adaptability, Problem Solving",175
4087,Ethical Hacker,"threat modeling, metasploit, penetration testing",Lahore,Masters,1,Internship,Remote,Adaptability,41
4088,Web Developer,"PHP, JavaScript, MERN",Faisalabad,PhD,10,Contract,Remote,"Adaptability, Communication, Teamwork, Problem Solving",210
4089,Game Developer,"3D modeling, C#, 3D modeling, C#, C++, Unreal Engine",Rawalpindi,Masters,3,Part-time,Onsite,"Adaptability, Problem Solving, Teamwork",82
4090,Big Data Engineer,"Hive, big data, Spark, MapReduce, Hive, MapReduce",Sialkot,Masters,0,Internship,Onsite,"Adaptability, Teamwork, Communication",190
4091,IT Consultant,"business, ITIL, analysis, analysis",Quetta,Bachelors,2,Part-time,Remote,"Communication, Problem Solving",279
4092,Business Analyst,"business, business, requirements gathering, requirements gathering, business",Rawalpindi,Intermediate,2,Contract,Onsite,"Adaptability, Problem Solving",76
4093,Frontend Developer,"HTML, backend, CSS, CSS",Quetta,Bachelors,1,Part-time,Remote,"Communication, Problem Solving",179
4094,Blockchain Developer,"hyperledger, ethereum, hyperledger",Sukkur,Bachelors,1,Full-time,Remote,"Teamwork, Communication, Adaptability",388
4095,Security Architect,"security protocols, security governance, encryption standards, threat modeling",Gujranwala,Masters,0,Contract,Onsite,"Communication, Teamwork",245
4096,DevOps Engineer,"Docker, Kubernetes, linuxCI/CD, linuxCI/CD",Gujranwala,Masters,10,Contract,Onsite,"Adaptability, Communication, Problem Solving, Teamwork",356
4097,Cloud Engineer,"Azure, VPC, IaC, Google Cloud, VPC, AWS",Quetta,Bachelors,4,Part-time,Onsite,Communication,20
4098,Database Administrator,"SQL, PostgreSQL, database, NoSQL",Abbottabad,Intermediate,0,Internship,Onsite,"Problem Solving, Communication",218
4099,Machine Learning Engineer,"neural network, deep learning, computer vision",Islamabad,PhD,3,Contract,Remote,"Adaptability, Communication, Problem Solving",324
4100,Security Architect,"encryption standards, security risk assessment, secure coding practices, encryption standards, security protocols",Bahawalpur,Masters,1,Contract,Onsite,Problem Solving,152
4101,UI/UX Designer,"UX, Figma, Adobe XD, UX, Sketch, Sketch",Abbottabad,Masters,8,Part-time,Remote,"Teamwork, Communication, Adaptability",360
4102,System Administrator,"Linux, system, system",Abbottabad,Masters,5,Part-time,Remote,"Teamwork, Problem Solving, Adaptability, Communication",114
